ch,sOpen,sSlope,pOpen11,pOpen12,pOpen13,pOpen14,pOpen15,pOpen16,pOpen17,pOpen18,pOpen19,pOpen21,pOpen22,pOpen23,pOpen24,pOpen25,pOpen26,pOpen27,pOpen28,pOpen29,pSlope11,pSlope12,pSlope13,pSlope14,pSlope15,pSlope16,pSlope17,pSlope18,pSlope19,pSlope21,pSlope22,pSlope23,pSlope24,pSlope25,pSlope26,pSlope27,pSlope28,pSlope29
.........00.0.001.,0.099662542,12.81394806,0,0,0,0,0,0,0,0,0,0.013392857,0.013392857,0.013392857,0.004464286,0.004464286,0.004464286,0.071428571,0.071428571,0.071428571,0,0,0,0,0,0,0,0,0,11.32773436,11.32773436,11.32773436,14.70649766,14.70649766,14.70649766,9.905666234,9.905666234,9.905666234
.........000000000,0.204499438,19.72449106,0,0,0,0,0,0,0,0,0,0.183856502,0.183856502,0.183856502,0.33632287,0.33632287,0.33632287,0.191780822,0.191780822,0.191780822,0,0,0,0,0,0,0,0,0,23.65520845,23.65520845,23.65520845,19.18718562,19.18718562,19.18718562,17.78528655,17.78528655,17.78528655
000......00.00.00.,0.467731055,22.69325057,0.64640884,0.64640884,0.64640884,0.69273743,0.69273743,0.69273743,0.51396648,0.51396648,0.51396648,0.461883408,0.461883408,0.461883408,0.695067265,0.695067265,0.695067265,0,0,0,15.44516866,15.44516866,15.44516866,24.31439043,24.31439043,24.31439043,21.64467112,21.64467112,21.64467112,22.20479402,22.20479402,22.20479402,24.97279983,24.97279983,24.97279983,0,0,0
10.00....00000000.,0.054680468,17.00787966,0.011173184,0.011173184,0.011173184,0.144444444,0.144444444,0.144444444,0,0,0,0.098214286,0.098214286,0.098214286,0.031818182,0.031818182,0.031818182,0.117647059,0.117647059,0.117647059,14.47926616,14.47926616,14.47926616,22.40992463,22.40992463,22.40992463,0,0,0,13.22106764,13.22106764,13.22106764,14.99413349,14.99413349,14.99413349,23.84464669,23.84464669,23.84464669
00.......0..00.00.,0.558955896,23.23218533,0.586592179,0.586592179,0.586592179,0.516666667,0.516666667,0.516666667,0,0,0,0.573394495,0.573394495,0.573394495,0.69047619,0.69047619,0.69047619,0,0,0,26.5425081,26.5425081,26.5425081,26.27415953,26.27415953,26.27415953,0,0,0,25.48360097,25.48360097,25.48360097,27.9598947,27.9598947,27.9598947,0,0,0
000000...00.00.0..,0.143789379,22.42397095,0.142857143,0.142857143,0.142857143,0.162921348,0.162921348,0.162921348,0.134078212,0.134078212,0.134078212,0.113636364,0.113636364,0.113636364,0.121621622,0.121621622,0.121621622,0,0,0,20.737964,20.737964,20.737964,19.78643819,19.78643819,19.78643819,13.84004834,13.84004834,13.84004834,19.8600971,19.8600971,19.8600971,20.66890664,20.66890664,20.66890664,0,0,0
11.......100100100,0.231652409,19.53330282,0.4,0.4,0.4,0.116666667,0.116666667,0.116666667,0,0,0,0.384615385,0.384615385,0.384615385,0.106481481,0.106481481,0.106481481,0.194690265,0.194690265,0.194690265,16.353535,16.353535,16.353535,15.23654548,15.23654548,15.23654548,0,0,0,15.72402707,15.72402707,15.72402707,16.43641984,16.43641984,16.43641984,22.9504946,22.9504946,22.9504946
00..........00.00.,0.1784027,6.403984061,0.233333333,0.233333333,0.233333333,0.227777778,0.227777778,0.227777778,0,0,0,0.303571429,0.303571429,0.303571429,0.547511312,0.547511312,0.547511312,0,0,0,5.72420452,5.72420452,5.72420452,5.18475603,5.18475603,5.18475603,0,0,0,4.94672097,4.94672097,4.94672097,7.649719743,7.649719743,7.649719743,0,0,0
00.00.....00000000,0.215474584,20.51976142,0.116022099,0.116022099,0.116022099,0.270718232,0.270718232,0.270718232,0,0,0,0.098654709,0.098654709,0.098654709,0.220264317,0.220264317,0.220264317,0.348214286,0.348214286,0.348214286,19.11482223,19.11482223,19.11482223,22.09815072,22.09815072,22.09815072,0,0,0,19.36730724,19.36730724,19.36730724,27.92876662,27.92876662,27.92876662,21.85665403,21.85665403,21.85665403
.........00.00.00.,0.660814765,9.807671603,0,0,0,0,0,0,0,0,0,0.63800905,0.63800905,0.63800905,0.442922374,0.442922374,0.442922374,0,0,0,0,0,0,0,0,0,0,0,0,6.408400681,6.408400681,6.408400681,6.899948647,6.899948647,6.899948647,0,0,0
.........010011010,0.041422783,12.94948678,0,0,0,0,0,0,0,0,0,0.03652968,0.03652968,0.03652968,0.022522523,0.022522523,0.022522523,0.017857143,0.017857143,0.017857143,0,0,0,0,0,0,0,0,0,11.78919026,11.78919026,11.78919026,9.019369873,9.019369873,9.019369873,14.76502936,14.76502936,14.76502936
.........00.00.00.,0.591758613,19.70267084,0,0,0,0,0,0,0,0,0,0.40990991,0.40990991,0.40990991,0.388392857,0.388392857,0.388392857,0,0,0,0,0,0,0,0,0,0,0,0,11.64213997,11.64213997,11.64213997,22.04186367,22.04186367,22.04186367,0,0,0
.........00000.000,0.733633296,13.94913749,0,0,0,0,0,0,0,0,0,0.765486726,0.765486726,0.765486726,0.847533632,0.847533632,0.847533632,0.738738739,0.738738739,0.738738739,0,0,0,0,0,0,0,0,0,14.33123305,14.33123305,14.33123305,12.03294161,12.03294161,12.03294161,11.78994858,11.78994858,11.78994858
.........10010.110,0.291366906,6.367869579,0,0,0,0,0,0,0,0,0,0.170403587,0.170403587,0.170403587,0.172727273,0.172727273,0.172727273,0.311111111,0.311111111,0.311111111,0,0,0,0,0,0,0,0,0,6.513821863,6.513821863,6.513821863,8.199203204,8.199203204,8.199203204,5.577314317,5.577314317,5.577314317
00.00....00000.000,0.613498313,15.57903463,0.5,0.5,0.5,0.161111111,0.161111111,0.161111111,0,0,0,0.439461883,0.439461883,0.439461883,0.453333333,0.453333333,0.453333333,0.719457014,0.719457014,0.719457014,13.95689792,13.95689792,13.95689792,12.17639857,12.17639857,12.17639857,0,0,0,15.4212333,15.4212333,15.4212333,10.89507157,10.89507157,10.89507157,14.63655695,14.63655695,14.63655695
00.......000000000,0.148356596,1.389091287,0.078651685,0.078651685,0.078651685,0.165745856,0.165745856,0.165745856,0,0,0,0.131221719,0.131221719,0.131221719,0.094170404,0.094170404,0.094170404,0.138392857,0.138392857,0.138392857,1.716340254,1.716340254,1.716340254,1.759963205,1.759963205,1.759963205,0,0,0,1.058557746,1.058557746,1.058557746,1.409533759,1.409533759,1.409533759,1.847154023,1.847154023,1.847154023
............11.11.,0.128966914,14.15747889,0,0,0,0,0,0,0,0,0,0.054794521,0.054794521,0.054794521,0.113122172,0.113122172,0.113122172,0,0,0,0,0,0,0,0,0,0,0,0,11.20976263,11.20976263,11.20976263,12.94029498,12.94029498,12.94029498,0,0,0
000.........00.00.,0.065901934,4.532539726,0.061111111,0.061111111,0.061111111,0.016759777,0.016759777,0.016759777,0.022346369,0.022346369,0.022346369,0.147465438,0.147465438,0.147465438,0.071111111,0.071111111,0.071111111,0,0,0,6.88206387,6.88206387,6.88206387,2.547396976,2.547396976,2.547396976,2.423542549,2.423542549,2.423542549,2.340817398,2.340817398,2.340817398,7.319309318,7.319309318,7.319309318,0,0,0
000......000010000,0.394334532,1.812242874,0.395604396,0.395604396,0.395604396,0.220994475,0.220994475,0.220994475,0.527777778,0.527777778,0.527777778,0.284444444,0.284444444,0.284444444,0.522522523,0.522522523,0.522522523,0.228310502,0.228310502,0.228310502,1.790828471,1.790828471,1.790828471,1.488193912,1.488193912,1.488193912,4.266359749,4.266359749,4.266359749,1.362141407,1.362141407,1.362141407,3.123951994,3.123951994,3.123951994,1.530967861,1.530967861,1.530967861
0........00.00.00.,0.416291629,0.768337684,0.486187845,0.486187845,0.486187845,0,0,0,0,0,0,0.581818182,0.581818182,0.581818182,0.417040359,0.417040359,0.417040359,0,0,0,0.991831343,0.991831343,0.991831343,0,0,0,0,0,0,1.34870073,1.34870073,1.34870073,0.362251641,0.362251641,0.362251641,0,0,0
01.......101000101,0.203374578,7.82364735,0.35359116,0.35359116,0.35359116,0.082872928,0.082872928,0.082872928,0,0,0,0.314159292,0.314159292,0.314159292,0.05,0.05,0.05,0.168141593,0.168141593,0.168141593,13.52749272,13.52749272,13.52749272,8.059901029,8.059901029,8.059901029,0,0,0,1.128809173,1.128809173,1.128809173,7.524730624,7.524730624,7.524730624,10.5118743,10.5118743,10.5118743
00.......000000100,0.195094509,1.3978038,0.206703911,0.206703911,0.206703911,0.231638418,0.231638418,0.231638418,0,0,0,0.352941176,0.352941176,0.352941176,0.376681614,0.376681614,0.376681614,0.210762332,0.210762332,0.210762332,0.724262044,0.724262044,0.724262044,1.837054517,1.837054517,1.837054517,0,0,0,1.409078011,1.409078011,1.409078011,1.107317312,1.107317312,1.107317312,1.142131359,1.142131359,1.142131359
000......000100000,0.248987854,2.83157737,0.325842697,0.325842697,0.325842697,0.268156425,0.268156425,0.268156425,0.173184358,0.173184358,0.173184358,0.225225225,0.225225225,0.225225225,0.385321101,0.385321101,0.385321101,0.24,0.24,0.24,1.817597631,1.817597631,1.817597631,9.951636613,9.951636613,9.951636613,2.153048363,2.153048363,2.153048363,2.069553413,2.069553413,2.069553413,2.654100396,2.654100396,2.654100396,9.245819021,9.245819021,9.245819021
000000...10000.000,0.263276328,13.69453852,0.597765363,0.597765363,0.597765363,0.340782123,0.340782123,0.340782123,0.011111111,0.011111111,0.011111111,0.013888889,0.013888889,0.013888889,0.076233184,0.076233184,0.076233184,0.411764706,0.411764706,0.411764706,9.70862633,9.70862633,9.70862633,12.27392354,12.27392354,12.27392354,14.70777369,14.70777369,14.70777369,16.20418023,16.20418023,16.20418023,17.63977612,17.63977612,17.63977612,14.40747985,14.40747985,14.40747985
.........000000010,0.430918092,13.32669416,0,0,0,0,0,0,0,0,0,0.776255708,0.776255708,0.776255708,0.596412556,0.596412556,0.596412556,0.265486726,0.265486726,0.265486726,0,0,0,0,0,0,0,0,0,14.16514918,14.16514918,14.16514918,13.11971452,13.11971452,13.11971452,14.07012182,14.07012182,14.07012182
000000...00.01.00.,0.275714607,14.16999943,0.372222222,0.372222222,0.372222222,0.016759777,0.016759777,0.016759777,0.384615385,0.384615385,0.384615385,0.463963964,0.463963964,0.463963964,0.377272727,0.377272727,0.377272727,0,0,0,15.26119946,15.26119946,15.26119946,10.44663059,10.44663059,10.44663059,15.7243267,15.7243267,15.7243267,17.04296826,17.04296826,17.04296826,18.59776516,18.59776516,18.59776516,0,0,0
............00.00.,0.32575928,10.87932176,0,0,0,0,0,0,0,0,0,0.28125,0.28125,0.28125,0.365740741,0.365740741,0.365740741,0,0,0,0,0,0,0,0,0,0,0,0,13.65880907,13.65880907,13.65880907,14.33768482,14.33768482,14.33768482,0,0,0
.........000000001,0.150090009,13.29820511,0,0,0,0,0,0,0,0,0,0.101851852,0.101851852,0.101851852,0.026785714,0.026785714,0.026785714,0.063348416,0.063348416,0.063348416,0,0,0,0,0,0,0,0,0,18.03490839,18.03490839,18.03490839,13.861681,13.861681,13.861681,14.74537477,14.74537477,14.74537477
.........000000000,0.304230423,8.077298155,0,0,0,0,0,0,0,0,0,0.30044843,0.30044843,0.30044843,0.399103139,0.399103139,0.399103139,0.392857143,0.392857143,0.392857143,0,0,0,0,0,0,0,0,0,10.61681704,10.61681704,10.61681704,10.85908453,10.85908453,10.85908453,11.59414628,11.59414628,11.59414628
000......00000.000,0.300044984,11.21300494,0.541899441,0.541899441,0.541899441,0.111731844,0.111731844,0.111731844,0.12849162,0.12849162,0.12849162,0.279279279,0.279279279,0.279279279,0.482142857,0.482142857,0.482142857,0.568181818,0.568181818,0.568181818,8.099972513,8.099972513,8.099972513,9.678513906,9.678513906,9.678513906,16.77957523,16.77957523,16.77957523,7.705368064,7.705368064,7.705368064,5.101877986,5.101877986,5.101877986,5.271683671,5.271683671,5.271683671
000......000001000,0.176152981,10.53483515,0.027777778,0.027777778,0.027777778,0.56043956,0.56043956,0.56043956,0.162921348,0.162921348,0.162921348,0.337837838,0.337837838,0.337837838,0.057268722,0.057268722,0.057268722,0.054054054,0.054054054,0.054054054,10.47563126,10.47563126,10.47563126,4.333489661,4.333489661,4.333489661,10.02396938,10.02396938,10.02396938,12.65134968,12.65134968,12.65134968,13.60765118,13.60765118,13.60765118,12.47550467,12.47550467,12.47550467
.........111101111,0.054443195,17.96663218,0,0,0,0,0,0,0,0,0,0.018518519,0.018518519,0.018518519,0.013574661,0.013574661,0.013574661,0.079295154,0.079295154,0.079295154,0,0,0,0,0,0,0,0,0,17.61613127,17.61613127,17.61613127,21.56675366,21.56675366,21.56675366,19.00758999,19.00758999,19.00758999
001011...110000100,0.109736901,14.70055019,0.055865922,0.055865922,0.055865922,0.156424581,0.156424581,0.156424581,0.224719101,0.224719101,0.224719101,0.205357143,0.205357143,0.205357143,0.252212389,0.252212389,0.252212389,0.128888889,0.128888889,0.128888889,6.200253944,6.200253944,6.200253944,15.92204486,15.92204486,15.92204486,14.10302467,14.10302467,14.10302467,19.41201093,19.41201093,19.41201093,14.13122578,14.13122578,14.13122578,16.57312074,16.57312074,16.57312074
00.00....00.01.00.,0.402834008,8.22466577,0.505555556,0.505555556,0.505555556,0.327868852,0.327868852,0.327868852,0,0,0,0.31838565,0.31838565,0.31838565,0.2760181,0.2760181,0.2760181,0,0,0,4.631345754,4.631345754,4.631345754,1.245307023,1.245307023,1.245307023,0,0,0,1.56427448,1.56427448,1.56427448,3.757475477,3.757475477,3.757475477,0,0,0
000010...0.010011.,0.127334083,12.93333852,0.116022099,0.116022099,0.116022099,0.022346369,0.022346369,0.022346369,0.016949153,0.016949153,0.016949153,0.125,0.125,0.125,0.136363636,0.136363636,0.136363636,0.210762332,0.210762332,0.210762332,16.65582326,16.65582326,16.65582326,9.797637942,9.797637942,9.797637942,16.09235444,16.09235444,16.09235444,12.05599405,12.05599405,12.05599405,8.028447435,8.028447435,8.028447435,12.18446854,12.18446854,12.18446854
.........000000000,0.326888489,9.524197229,0,0,0,0,0,0,0,0,0,0.066371681,0.066371681,0.066371681,0.022727273,0.022727273,0.022727273,0.393665158,0.393665158,0.393665158,0,0,0,0,0,0,0,0,0,5.507298827,5.507298827,5.507298827,7.14100684,7.14100684,7.14100684,4.122911371,4.122911371,4.122911371
.........00.00.00.,0.115436544,20.01207309,0,0,0,0,0,0,0,0,0,0.049107143,0.049107143,0.049107143,0.055555556,0.055555556,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,4.487937034,4.487937034,4.487937034,10.58550832,10.58550832,10.58550832,0,0,0
.........00.00.00.,0.506297796,13.27307495,0,0,0,0,0,0,0,0,0,0.575342466,0.575342466,0.575342466,0.504464286,0.504464286,0.504464286,0,0,0,0,0,0,0,0,0,0,0,0,3.812470718,3.812470718,3.812470718,7.624096731,7.624096731,7.624096731,0,0,0
.........00000.000,0.449066787,12.27406387,0,0,0,0,0,0,0,0,0,0.304932735,0.304932735,0.304932735,0.32,0.32,0.32,0.527522936,0.527522936,0.527522936,0,0,0,0,0,0,0,0,0,7.985208303,7.985208303,7.985208303,8.406926161,8.406926161,8.406926161,16.10700291,16.10700291,16.10700291
.........00.00.00.,0.215249663,12.25760515,0,0,0,0,0,0,0,0,0,0.122171946,0.122171946,0.122171946,0.175925926,0.175925926,0.175925926,0,0,0,0,0,0,0,0,0,0,0,0,3.706064662,3.706064662,3.706064662,5.807745426,5.807745426,5.807745426,0,0,0
.........000000000,0.270969193,5.090392426,0,0,0,0,0,0,0,0,0,0.352941176,0.352941176,0.352941176,0.212389381,0.212389381,0.212389381,0.385650224,0.385650224,0.385650224,0,0,0,0,0,0,0,0,0,3.970570449,3.970570449,3.970570449,3.763495395,3.763495395,3.763495395,3.024810839,3.024810839,3.024810839
000000...000000000,0.192714189,3.854270863,0.201117318,0.201117318,0.201117318,0.116022099,0.116022099,0.116022099,0.165745856,0.165745856,0.165745856,0.168181818,0.168181818,0.168181818,0.08,0.08,0.08,0.039823009,0.039823009,0.039823009,2.197378214,2.197378214,2.197378214,1.653844764,1.653844764,1.653844764,2.307714406,2.307714406,2.307714406,4.446816162,4.446816162,4.446816162,2.81293953,2.81293953,2.81293953,1.799171533,1.799171533,1.799171533
000000...110000000,0.218222722,8.595298047,0.177777778,0.177777778,0.177777778,0.2,0.2,0.2,0.138121547,0.138121547,0.138121547,0.178899083,0.178899083,0.178899083,0.408071749,0.408071749,0.408071749,0.21875,0.21875,0.21875,8.95225299,8.95225299,8.95225299,3.540397008,3.540397008,3.540397008,9.693051669,9.693051669,9.693051669,8.349648731,8.349648731,8.349648731,5.73131705,5.73131705,5.73131705,5.462951698,5.462951698,5.462951698
.........00.00.00.,0.312485939,15.43729267,0,0,0,0,0,0,0,0,0,0.463963964,0.463963964,0.463963964,0.520547945,0.520547945,0.520547945,0,0,0,0,0,0,0,0,0,0,0,0,1.478647899,1.478647899,1.478647899,11.4082373,11.4082373,11.4082373,0,0,0
.........011000000,0.044309492,8.158060693,0,0,0,0,0,0,0,0,0,0.018018018,0.018018018,0.018018018,0.017699115,0.017699115,0.017699115,0.013513514,0.013513514,0.013513514,0,0,0,0,0,0,0,0,0,1.120336018,1.120336018,1.120336018,0.993508834,0.993508834,0.993508834,6.721408545,6.721408545,6.721408545
.........10.0..00.,0.238641475,6.810570047,0,0,0,0,0,0,0,0,0,0.121076233,0.121076233,0.121076233,0.123853211,0.123853211,0.123853211,0,0,0,0,0,0,0,0,0,0,0,0,4.645144865,4.645144865,4.645144865,10.64104633,10.64104633,10.64104633,0,0,0
000......00..0.00.,0.240494938,11.58571688,0.497206704,0.497206704,0.497206704,0.217877095,0.217877095,0.217877095,0.126373626,0.126373626,0.126373626,0.390134529,0.390134529,0.390134529,0.195555556,0.195555556,0.195555556,0,0,0,10.65710351,10.65710351,10.65710351,3.864074286,3.864074286,3.864074286,7.150980087,7.150980087,7.150980087,10.53977903,10.53977903,10.53977903,6.549571816,6.549571816,6.549571816,0,0,0
.........100000110,0.14260009,8.163741189,0,0,0,0,0,0,0,0,0,0.044642857,0.044642857,0.044642857,0.175115207,0.175115207,0.175115207,0.174107143,0.174107143,0.174107143,0,0,0,0,0,0,0,0,0,8.701200431,8.701200431,8.701200431,7.259602294,7.259602294,7.259602294,11.95841646,11.95841646,11.95841646
00.......00.00.00.,0.155350719,15.20145234,0.127777778,0.127777778,0.127777778,0.318435754,0.318435754,0.318435754,0,0,0,0.258064516,0.258064516,0.258064516,0.198156682,0.198156682,0.198156682,0,0,0,10.50462194,10.50462194,10.50462194,13.87490737,13.87490737,13.87490737,0,0,0,10.74962779,10.74962779,10.74962779,12.29326484,12.29326484,12.29326484,0,0,0
000000...00.00.00.,0.133153396,9.693744228,0.150837989,0.150837989,0.150837989,0.137362637,0.137362637,0.137362637,0.104972376,0.104972376,0.104972376,0.07239819,0.07239819,0.07239819,0.159817352,0.159817352,0.159817352,0,0,0,5.967341053,5.967341053,5.967341053,7.603726434,7.603726434,7.603726434,4.752334539,4.752334539,4.752334539,8.005050417,8.005050417,8.005050417,9.420918442,9.420918442,9.420918442,0,0,0
00000....00000.000,0.462455036,7.32404891,0.29281768,0.29281768,0.29281768,0.524861878,0.524861878,0.524861878,0.449438202,0.449438202,0.449438202,0.316964286,0.316964286,0.316964286,0.726457399,0.726457399,0.726457399,0.445945946,0.445945946,0.445945946,5.177226586,5.177226586,5.177226586,11.37146653,11.37146653,11.37146653,7.916634087,7.916634087,7.916634087,9.624341789,9.624341789,9.624341789,4.100122467,4.100122467,4.100122467,3.730922907,3.730922907,3.730922907
000......00.00.00.,0.099640126,4.395074315,0.033333333,0.033333333,0.033333333,0.099447514,0.099447514,0.099447514,0.027777778,0.027777778,0.027777778,0.050925926,0.050925926,0.050925926,0.040540541,0.040540541,0.040540541,0,0,0,2.254398273,2.254398273,2.254398273,3.169915845,3.169915845,3.169915845,3.543767377,3.543767377,3.543767377,3.29028099,3.29028099,3.29028099,1.667531314,1.667531314,1.667531314,0,0,0
00.00....000000000,0.193207377,6.056159509,0.156424581,0.156424581,0.156424581,0.022099448,0.022099448,0.022099448,0,0,0,0.008888889,0.008888889,0.008888889,0.014814815,0.014814815,0.014814815,0.022321429,0.022321429,0.022321429,8.500681076,8.500681076,8.500681076,1.805904385,1.805904385,1.805904385,0,0,0,2.707809659,2.707809659,2.707809659,1.86217296,1.86217296,1.86217296,1.951492335,1.951492335,1.951492335
000000...0000000.0,0.435701439,8.833747578,0.469273743,0.469273743,0.469273743,0.281767956,0.281767956,0.281767956,0.546961326,0.546961326,0.546961326,0.515695067,0.515695067,0.515695067,0.391111111,0.391111111,0.391111111,0.248868778,0.248868778,0.248868778,9.134134065,9.134134065,9.134134065,3.941956154,3.941956154,3.941956154,11.28798314,11.28798314,11.28798314,15.87351767,15.87351767,15.87351767,6.549479317,6.549479317,6.549479317,4.723499527,4.723499527,4.723499527
.........000000001,0.479640045,5.302218066,0,0,0,0,0,0,0,0,0,0.63800905,0.63800905,0.63800905,0.348214286,0.348214286,0.348214286,0.443946188,0.443946188,0.443946188,0,0,0,0,0,0,0,0,0,5.791175194,5.791175194,5.791175194,4.61106049,4.61106049,4.61106049,3.855682886,3.855682886,3.855682886
00.......00.01.10.,0.078722447,10.75731449,0.078651685,0.078651685,0.078651685,0.066298343,0.066298343,0.066298343,0,0,0,0.133928571,0.133928571,0.133928571,0.094170404,0.094170404,0.094170404,0,0,0,6.098878902,6.098878902,6.098878902,15.8688567,15.8688567,15.8688567,0,0,0,7.587780503,7.587780503,7.587780503,16.78862363,16.78862363,16.78862363,0,0,0
.........00.00.00.,0.114709852,5.051208564,0,0,0,0,0,0,0,0,0,0.009090909,0.009090909,0.009090909,0.054794521,0.054794521,0.054794521,0,0,0,0,0,0,0,0,0,0,0,0,3.066916045,3.066916045,3.066916045,3.229566321,3.229566321,3.229566321,0,0,0
.........00.00.00.,0.187711006,6.076213827,0,0,0,0,0,0,0,0,0,0.211453744,0.211453744,0.211453744,0.241071429,0.241071429,0.241071429,0,0,0,0,0,0,0,0,0,0,0,0,7.634101813,7.634101813,7.634101813,7.768603311,7.768603311,7.768603311,0,0,0
.........00.10.00.,0.513385827,1.994665992,0,0,0,0,0,0,0,0,0,0.435779817,0.435779817,0.435779817,0.509090909,0.509090909,0.509090909,0,0,0,0,0,0,0,0,0,0,0,0,1.561147229,1.561147229,1.561147229,1.107136872,1.107136872,1.107136872,0,0,0
.........100010000,0.068376068,6.73453441,0,0,0,0,0,0,0,0,0,0.152777778,0.152777778,0.152777778,0.031674208,0.031674208,0.031674208,0.045248869,0.045248869,0.045248869,0,0,0,0,0,0,0,0,0,6.092908466,6.092908466,6.092908466,8.990477007,8.990477007,8.990477007,3.315978181,3.315978181,3.315978181
.........110000000,0.101530842,6.520626696,0,0,0,0,0,0,0,0,0,0.030973451,0.030973451,0.030973451,0.331818182,0.331818182,0.331818182,0.071748879,0.071748879,0.071748879,0,0,0,0,0,0,0,0,0,8.235934398,8.235934398,8.235934398,5.663626736,5.663626736,5.663626736,5.969365062,5.969365062,5.969365062
000.......0.00.00.,0.173942394,7.570031819,0.455555556,0.455555556,0.455555556,0.027322404,0.027322404,0.027322404,0.161111111,0.161111111,0.161111111,0.099547511,0.099547511,0.099547511,0.103603604,0.103603604,0.103603604,0,0,0,4.448435013,4.448435013,4.448435013,4.065757965,4.065757965,4.065757965,8.588163602,8.588163602,8.588163602,5.441444321,5.441444321,5.441444321,6.607761025,6.607761025,6.607761025,0,0,0
11.......00.00.00.,0.060306031,5.845618253,0.111731844,0.111731844,0.111731844,0.022222222,0.022222222,0.022222222,0,0,0,0.00896861,0.00896861,0.00896861,0.170506912,0.170506912,0.170506912,0,0,0,9.367761169,9.367761169,9.367761169,2.831830514,2.831830514,2.831830514,0,0,0,3.984546175,3.984546175,3.984546175,5.079097565,5.079097565,5.079097565,0,0,0
00.......000000000,0.21039604,3.828669586,0.208791209,0.208791209,0.208791209,0.060773481,0.060773481,0.060773481,0,0,0,0.087962963,0.087962963,0.087962963,0.206278027,0.206278027,0.206278027,0.190045249,0.190045249,0.190045249,2.894470772,2.894470772,2.894470772,3.028487454,3.028487454,3.028487454,0,0,0,4.715817737,4.715817737,4.715817737,2.219348506,2.219348506,2.219348506,2.725509805,2.725509805,2.725509805
001......1.0000000,0.051293588,5.616504004,0.039325843,0.039325843,0.039325843,0.010928962,0.010928962,0.010928962,0.011173184,0.011173184,0.011173184,0.105504587,0.105504587,0.105504587,0.063348416,0.063348416,0.063348416,0.05,0.05,0.05,5.309337466,5.309337466,5.309337466,6.605230835,6.605230835,6.605230835,8.119928617,8.119928617,8.119928617,9.652733811,9.652733811,9.652733811,7.091040247,7.091040247,7.091040247,2.572818414,2.572818414,2.572818414
.........000100100,0.161304837,5.983888463,0,0,0,0,0,0,0,0,0,0.009009009,0.009009009,0.009009009,0.227272727,0.227272727,0.227272727,0.395454545,0.395454545,0.395454545,0,0,0,0,0,0,0,0,0,4.528215956,4.528215956,4.528215956,5.380116417,5.380116417,5.380116417,3.226026302,3.226026302,3.226026302
.........10.100000,0.174538911,8.612920177,0,0,0,0,0,0,0,0,0,0.040909091,0.040909091,0.040909091,0.03196347,0.03196347,0.03196347,0.039823009,0.039823009,0.039823009,0,0,0,0,0,0,0,0,0,10.81922694,10.81922694,10.81922694,12.83619925,12.83619925,12.83619925,9.778095806,9.778095806,9.778095806
011......10110.001,0.108685869,6.675818758,0.027777778,0.027777778,0.027777778,0.066666667,0.066666667,0.066666667,0.072625698,0.072625698,0.072625698,0.01369863,0.01369863,0.01369863,0.03196347,0.03196347,0.03196347,0.058823529,0.058823529,0.058823529,5.497485659,5.497485659,5.497485659,12.96617775,12.96617775,12.96617775,4.022377209,4.022377209,4.022377209,6.343906889,6.343906889,6.343906889,8.377810379,8.377810379,8.377810379,4.287769256,4.287769256,4.287769256
000......110100010,0.330184435,4.473694537,0.100558659,0.100558659,0.100558659,0.324022346,0.324022346,0.324022346,0.142857143,0.142857143,0.142857143,0.375,0.375,0.375,0.177272727,0.177272727,0.177272727,0.245535714,0.245535714,0.245535714,4.044915915,4.044915915,4.044915915,3.661566779,3.661566779,3.661566779,4.658737774,4.658737774,4.658737774,3.955190783,3.955190783,3.955190783,3.05679928,3.05679928,3.05679928,4.957401463,4.957401463,4.957401463
111......0.0000000,0.105985599,4.491560525,0.092896175,0.092896175,0.092896175,0.298342541,0.298342541,0.298342541,0.082872928,0.082872928,0.082872928,0.009049774,0.009049774,0.009049774,0.167420814,0.167420814,0.167420814,0.040723982,0.040723982,0.040723982,2.247140141,2.247140141,2.247140141,2.510648994,2.510648994,2.510648994,4.553870827,4.553870827,4.553870827,6.632114826,6.632114826,6.632114826,2.78479854,2.78479854,2.78479854,4.159935065,4.159935065,4.159935065
000......00.00.10.,0.209851552,10.31624388,0.297752809,0.297752809,0.297752809,0.683333333,0.683333333,0.683333333,0.601123596,0.601123596,0.601123596,0.134259259,0.134259259,0.134259259,0.271493213,0.271493213,0.271493213,0,0,0,2.418448739,2.418448739,2.418448739,2.411212506,2.411212506,2.411212506,2.90576895,2.90576895,2.90576895,4.120730983,4.120730983,4.120730983,2.238513467,2.238513467,2.238513467,0,0,0
.........000110011,0.211875843,17.58901266,0,0,0,0,0,0,0,0,0,0.054545455,0.054545455,0.054545455,0.302752294,0.302752294,0.302752294,0.339285714,0.339285714,0.339285714,0,0,0,0,0,0,0,0,0,14.48592546,14.48592546,14.48592546,16.48500885,16.48500885,16.48500885,20.83004479,20.83004479,20.83004479
..........0.00.00.,0.368113335,7.735613177,0,0,0,0,0,0,0,0,0,0.518018018,0.518018018,0.518018018,0.618181818,0.618181818,0.618181818,0,0,0,0,0,0,0,0,0,0,0,0,4.876226061,4.876226061,4.876226061,14.38883408,14.38883408,14.38883408,0,0,0
