ch weight age sex region
0010000 10.0866218 2 M 2
0010000 11.4609586 2 M 3
0010100  7.8093331 2 M 4
0010000  7.6217729 2 M 1
0011110 10.4158842 2 M 2
0010000 12.9989727 2 M 3
0010000  9.4445692 2 M 4
0010000  8.4990276 2 M 1
0011101  5.8256395 2 M 2
0010000  9.0868886 2 M 3
0011100 11.1527521 2 M 4
0011100  8.8922063 2 M 1
0010000  6.0624557 2 M 2
0010000  5.5545387 2 M 3
0010000 12.9292289 2 M 4
0011000 16.6931494 2 M 1
0011100  8.9082985 2 M 2
0010100 16.3812809 2 M 3
0010000 10.0966147 2 M 4
0010111  7.1516523 2 M 1
0010111  6.6864042 2 M 2
0010101  8.5595218 2 M 3
0010000  5.2411303 2 M 4
0010000  9.5545660 2 M 1
0010100  8.3651766 2 M 2
0010000 12.7846941 2 M 3
0010000  6.1939491 2 M 4
0010000 16.6255836 2 M 1
0010000  7.5702128 2 M 2
0010000  9.0371953 2 M 3
0011100  9.2832198 2 M 4
0010101  7.2822081 2 M 1
0010101  7.9145205 2 M 2
0011111 14.2092705 2 M 3
0010000  1.6447153 2 M 4
0010000  9.3264285 2 M 1
0010000 11.2341559 2 M 2
0011111  5.1717503 2 M 3
0011101  9.4409815 2 M 4
0010000 11.2317778 2 M 1
0010000 11.1407518 2 M 2
0010000  4.4752516 2 M 3
0010000 10.7433061 2 M 4
0010100  7.1697302 2 M 1
0010000  7.0446768 2 M 2
0010000  5.2149157 2 M 3
0010000  8.4672564 2 M 4
0010000  8.9893576 2 M 1
0010000  5.5604574 2 M 2
0010100  9.8231845 2 M 3
0011101 10.1543247 2 M 4
0010000 10.5960953 2 M 1
0010000 11.8875796 2 M 2
0010011 11.1756447 2 M 3
0010000  9.5886885 2 M 4
0010101  6.6793170 2 M 1
0010000  4.3786559 2 M 2
0011100  9.5454403 2 M 3
0010000 11.0231640 2 M 4
0010011  8.1051792 2 M 1
0010000  5.9198898 2 M 2
0011000 12.7659597 2 M 3
0010100  7.7422179 2 M 4
0010010 13.5326529 2 M 1
0010101  8.4472276 2 M 2
0010000  8.4419173 2 M 3
0011101 12.9430658 2 M 4
0010100  9.5226033 2 M 1
0010000 19.1475433 2 M 2
0011110  9.4926662 2 M 3
0010111  5.2853468 2 M 4
0010101 11.1966180 2 M 1
0010000 11.7935365 2 M 2
0011100 11.5451639 2 M 3
0010100  9.2543527 2 M 4
0011011 10.8409131 2 M 1
0010000  5.9862282 2 M 2
0010000 12.5267430 2 M 3
0010000 11.0581546 2 M 4
0010000 14.5804989 2 M 1
0011101 12.8670279 2 M 2
0011100  7.2905190 2 M 3
0010011  6.3561297 2 M 4
0010110 15.2154381 2 M 1
0011111 15.0849913 2 M 2
0011001 10.5714910 2 M 3
0011000 12.5284974 2 M 4
0010000  7.0208372 2 M 1
0010000  8.0476693 2 M 2
0011000  8.7361486 2 M 3
0010100  6.9376329 2 M 4
0011111  8.9924024 2 M 1
0010000 11.9850368 2 M 2
0010000 13.0990520 2 M 3
0011000 11.4769936 2 M 4
0010000  2.7411205 2 M 1
0010000 13.0796289 2 M 2
0011001 13.2949083 2 M 3
0011111 14.3577481 2 M 4
0010000  9.1950044 2 M 1
0011000  8.2352901 2 M 2
0010000  7.8114137 2 M 3
0010000  7.7679539 2 M 4
0010000 11.7143770 2 M 1
0010000  7.3467740 2 M 2
0011011 11.6937381 2 M 3
0010000 13.1491751 2 M 4
0011100  9.9724818 2 M 1
0010000  9.9100126 2 M 2
0010000  9.4223984 2 M 3
0010000 13.6780045 2 M 4
0010000  9.0623473 2 M 1
0010000 12.6598391 2 M 2
0010101  8.7284859 2 M 3
0010001  7.0612420 2 M 4
0010000  8.9566751 2 M 1
0010011 10.3195613 2 M 2
0010001 11.9949130 2 M 3
0010000 13.5099995 2 M 4
0010000 10.0745217 2 M 1
0010000  8.1448567 2 M 2
0010000 13.4401768 2 M 3
0010000 11.9625083 2 M 4
0010111 12.1659645 2 M 1
0011111  8.0727210 2 M 2
0010000 10.0059970 2 M 3
0010000 14.2033214 2 M 4
0010000  6.8348150 2 M 1
0010000  7.0597015 2 M 2
0011000 10.3892753 2 M 3
0010101  2.3852254 2 M 4
0010000 11.0810198 2 M 1
0010000  9.3365045 2 M 2
0011100  9.7218088 2 M 3
0010000  6.8428049 2 M 4
0010000  8.3188170 2 M 1
0010000 15.5187166 2 M 2
0010000 13.4541417 2 M 3
0010000 13.0551631 2 M 4
0010000 13.4547212 2 M 1
0010000 15.8290888 2 M 2
0010000 15.6875871 2 M 3
0010000  9.7261128 2 M 4
0010101  8.5620846 2 M 1
0011000 10.7112725 2 M 2
0010000 12.1964409 2 M 3
0010000  7.7917694 2 M 4
0011101  9.6457208 2 M 1
0010010 10.3475694 2 M 2
0011000  5.4608152 2 M 3
0010111  5.2637250 2 M 4
0011000 15.0273836 2 M 1
0010000  6.2700006 2 M 2
0010000  7.6026857 2 M 3
0010000 11.9116874 2 M 4
0010000 10.5745295 2 M 1
0010000 10.5291052 2 M 2
0010000 10.2342965 2 M 3
0010000  9.1940925 2 M 4
0011110 11.0567376 2 M 1
0010000 11.9546116 2 M 2
0010000  8.4902441 2 M 3
0010000 14.5343458 2 M 4
0010000  8.7199468 2 M 1
0010000 10.5450548 2 M 2
0010000 10.1543503 2 M 3
0011000  8.2447601 2 M 4
0010000 10.5156704 2 M 1
0011000 11.1541129 2 M 2
0010000 12.1708271 2 M 3
0011100  8.4802106 2 M 4
0010000 13.4918305 2 M 1
0011000 13.0298948 2 M 2
0011000 11.5980564 2 M 3
0011110 11.3030007 2 M 4
0010000  5.8242098 2 M 1
0011111  8.1027024 2 M 2
0010000  8.8159614 2 M 3
0011110 14.0892419 2 M 4
0010100  8.7834064 2 M 1
0010000  7.4174065 2 M 2
0011111  5.9806005 2 M 3
0010000 12.0828955 2 M 4
0010000  6.8998032 2 M 1
0010000 14.0538742 2 M 2
0010000 10.7634928 2 M 3
0010100 11.2462260 2 M 4
0010100 14.0583352 2 M 1
0010101 13.2848345 2 M 2
0010001  9.8609611 2 M 3
0010000 10.4205449 2 M 4
0010000  9.3253803 2 M 1
0010000  9.8548753 2 M 2
0010000 11.7423241 2 M 3
0010100 12.1227319 2 M 4
0011101  6.0452319 2 M 1
0010000 10.1908679 2 M 2
0010000 13.1388787 2 M 3
0010000 10.2937933 2 M 4
0010000  8.4117547 2 M 1
0010000  6.7536213 2 M 2
0010100 13.0963610 2 M 3
0010111  9.3162292 2 M 4
0011111 11.7552196 2 M 1
0010000  8.9794469 2 M 2
0010000 12.0306725 2 M 3
0010000 14.2512382 2 M 4
0010111  8.7247916 2 M 1
0010101 11.0177932 2 M 2
0010000 10.2707747 2 M 3
0010000  7.2528669 2 M 4
0010000 14.6319256 2 M 1
0010001 10.8899114 2 M 2
0011101 18.0252165 2 M 3
0010000  7.2158860 2 M 4
0010000  8.1722886 2 M 1
0010000 13.6127966 2 M 2
0010000 10.9945772 2 M 3
0011111  4.6761309 2 M 4
0011000  6.9153621 2 M 1
0011101 15.1837288 2 M 2
0010000 10.5104329 2 M 3
0010000  3.7550651 2 M 4
0010100  8.9946485 2 M 1
0010000 11.1852787 2 M 2
0011100 12.4104870 2 M 3
0010000 10.9440383 2 M 4
0010000 14.5438609 2 M 1
0010000 10.0079126 2 M 2
0011101  7.6190911 2 M 3
0011011  9.8417396 2 M 4
0010000  9.9240033 2 M 1
0011011  6.7262649 2 M 2
0011110 10.5182002 2 M 3
0010000 11.1345125 2 M 4
0010000 10.3304741 2 M 1
0010000  5.6467996 2 M 2
0010000  7.8231213 2 M 3
0010000 10.4951160 2 M 4
0011000  3.2261806 2 M 1
0010000 13.2485895 2 M 2
0010100  9.7044899 2 M 3
0010000 11.2855598 2 M 4
0011110  7.6772192 2 M 1
0010000  8.1849948 2 M 2
0010101 12.1559406 2 M 3
0011111  7.1299970 2 M 4
0010000 14.0138872 2 M 1
0011100  9.4732772 2 M 2
0010000 13.6550219 2 M 3
0010000 11.3019155 2 M 4
0011100 14.6395756 2 M 1
0010100  0.8508304 2 M 2
0010101 10.6306772 2 M 3
0010000  9.8468050 2 M 4
0010000 10.2200904 2 M 1
0010000  8.4930160 2 M 2
0011010 11.6442971 2 M 3
0011100 12.4380420 2 M 4
0010101 11.1361658 2 M 1
0010000 10.6646444 2 M 2
0010000  9.0947958 2 M 3
0011000  8.3374913 2 M 4
0010000  9.9497568 2 M 1
0010101  6.8653315 2 M 2
0010000 11.5370344 2 M 3
0010000 11.6590906 2 M 4
0010000  7.7534724 2 M 1
0010000  8.3418672 2 M 2
0010000 14.0667674 2 M 3
0011111  8.8357481 2 M 4
0010000 14.5103959 2 M 1
0011000 15.6463681 2 M 2
0010000 11.5220598 2 M 3
0010000 11.5365744 2 M 4
0011000  9.8253040 2 M 1
0010000  7.3549093 2 M 2
0010100  6.2473488 2 M 3
0010110 12.9184203 2 M 4
0010000  6.8913337 2 M 1
0010000 16.1054358 2 M 2
0010000 12.6565820 2 M 3
0011000  9.4037033 2 M 4
0011100 15.3785569 2 M 1
0010000 11.4036930 2 M 2
0010000  7.3264762 2 M 3
0010100 11.1249805 2 M 4
0011111 10.2573026 2 M 1
0010000 14.2788255 2 M 2
0011000 11.4144863 2 M 3
0010000  9.1759255 2 M 4
0010000 15.8092868 2 M 1
0010000 13.5150989 2 M 2
0010000 11.7308839 2 M 3
0010000 17.1367172 2 M 4
0011100 16.6403669 2 M 1
0010101  9.0935081 2 M 2
0010000  9.8204955 2 M 3
0010000  9.6904534 2 M 4
0010101  9.0189108 2 M 1
0010100 12.2795818 2 M 2
0010000  7.6415532 2 M 3
0010100 10.2341108 2 M 4
0011000 13.3689459 2 M 1
0010000 14.3178356 2 M 2
0010000  8.5547196 2 M 3
0010000 11.5952316 2 M 4
0011000  9.8226072 2 M 1
0010000  5.2794267 2 M 2
0010000  9.9644888 2 M 3
0010000 10.3139133 2 M 4
0011010  7.6245114 2 M 1
0011100  8.8299552 2 M 2
0010110 12.4374539 2 M 3
0010000  5.1313544 2 M 4
0010000  9.7833488 2 M 1
0011101  5.8083393 2 M 2
0011000  9.5452223 2 M 3
0010000 10.9264094 2 M 4
0010000  8.3550331 2 M 1
0010110 11.2040712 2 M 2
0010111  9.9358423 2 M 3
0010100 10.7948228 2 M 4
0010000 10.4190216 2 M 1
0011010  4.0715283 2 M 2
0010000 10.4614475 2 M 3
0010000 13.7610667 2 M 4
0010000  6.0476577 2 M 1
0010000  6.6930720 2 M 2
0011111  9.7492833 2 M 3
0011000  9.5920066 2 M 4
0011111  7.6657524 2 M 1
0010000 11.0372592 2 M 2
0010000 12.5457624 2 M 3
0010000  7.7956441 2 M 4
0010101  7.3109095 2 M 1
0010101 11.5352141 2 M 2
0010110  8.5948992 2 M 3
0010000 10.9963996 2 M 4
0010000 12.1182576 2 M 1
0010000 11.8005326 2 M 2
0011111 13.5460438 2 M 3
0011000  8.1034795 2 M 4
0010000 10.7717434 2 M 1
0010000 10.2721452 2 M 2
0010100 11.3209506 2 M 3
0010000  7.7788144 2 M 4
0010000  8.5642670 2 M 1
0010011  8.2655671 2 M 2
0010000  4.2210896 2 M 3
0010111  9.1711134 2 M 4
0010000  9.5713815 2 M 1
0010100 11.1208060 2 M 2
0010100  8.8353313 2 M 3
0010111 15.5863865 2 M 4
0010000  8.6177704 2 M 1
0010000  9.4663291 2 M 2
0010000  5.1807641 2 M 3
0011000 11.3533964 2 M 4
0010000 10.1221030 2 M 1
0011100  4.7760317 2 M 2
0011101 16.9259478 2 M 3
0010000 11.1845633 2 M 4
0010110  7.2089304 2 M 1
0010000 12.0517406 2 M 2
0010000 11.5354489 2 M 3
0011100  6.4251777 2 M 4
0010000 12.6901564 2 M 1
0010000  6.1770364 2 M 2
0010011  7.0962750 2 M 3
0010000 13.9291731 2 M 4
0010000 12.5026535 2 M 1
0010111 12.2921768 2 M 2
0010000  9.0504180 2 M 3
0010100 12.0414704 2 M 4
0010000  4.7338174 2 M 1
0010000  9.1209724 2 M 2
0010000  7.2438795 2 M 3
0010000 10.2267321 2 M 4
0001000 11.3359677 2 F 1
0001000  5.3132071 2 F 2
0001000  9.3586270 2 F 3
0001000  9.8510004 2 F 4
0001111  6.6778978 2 F 1
0001100 13.1135061 2 F 2
0001100 10.2260983 2 F 3
0001111 17.4114888 2 F 4
0001000 13.0766711 2 F 1
0001111  7.3486857 2 F 2
0001100  7.1262088 2 F 3
0001100  8.3892096 2 F 4
0001000  9.2933990 2 F 1
0001100  7.0634602 2 F 2
0001100  8.7643518 2 F 3
0001100  7.6773097 2 F 4
0001000 12.8932126 2 F 1
0001000  9.7534081 2 F 2
0001100 16.3362843 2 F 3
0001000 12.4125126 2 F 4
0001111  8.1978712 2 F 1
0001000 12.1072420 2 F 2
0001000 14.3222254 2 F 3
0001001  9.8399329 2 F 4
0001100 12.3432042 2 F 1
0001000  8.1203857 2 F 2
0001000  2.8585361 2 F 3
0001000  6.7366272 2 F 4
0001000  8.2297244 2 F 1
0001011  2.1182213 2 F 2
0001111 10.5333702 2 F 3
0001111  8.6701708 2 F 4
0001000 10.6827169 2 F 1
0001000 10.4246430 2 F 2
0001000 12.3643903 2 F 3
0001100 11.3504554 2 F 4
0001100 14.4991233 2 F 1
0001100  4.7794069 2 F 2
0001101 10.6511821 2 F 3
0001010  7.8388868 2 F 4
0001111 10.3785550 2 F 1
0001100  8.6309746 2 F 2
0001110 12.8013497 2 F 3
0001100 12.7568546 2 F 4
0001101 15.4947851 2 F 1
0001000 13.3018888 2 F 2
0001111 10.5123422 2 F 3
0001000 11.2568242 2 F 4
0001000 10.7289912 2 F 1
0001000  7.4037060 2 F 2
0001100  6.3064751 2 F 3
0001000 13.1624522 2 F 4
0001000 10.5717061 2 F 1
0001100 15.6411002 2 F 2
0001110  7.1035735 2 F 3
0001110  6.8908548 2 F 4
0001100 17.2194206 2 F 1
0001100 14.5945177 2 F 2
0001000  5.1169643 2 F 3
0001000 12.0963537 2 F 4
0001100 20.4201494 2 F 1
0001000 14.0188145 2 F 2
0001100  8.7285218 2 F 3
0001101  2.9545282 2 F 4
0001111  5.1908700 2 F 1
0001100 11.7857924 2 F 2
0001100 13.4997515 2 F 3
0001000 12.9825488 2 F 4
0001100  6.9618310 2 F 1
0001100 16.5341664 2 F 2
0001000 16.6235429 2 F 3
0001011 17.4390319 2 F 4
0001100  9.1649777 2 F 1
0001100  7.3497293 2 F 2
0001100 13.4634077 2 F 3
0001101  7.3976906 2 F 4
0001000 11.1012211 2 F 1
0001111 12.6085159 2 F 2
0001000  8.9085436 2 F 3
0001000 10.3053537 2 F 4
0001000 10.0310148 2 F 1
0001000 17.2811865 2 F 2
0001100  6.4284626 2 F 3
0001100  4.4609012 2 F 4
0001101 12.0535604 2 F 1
0001001 14.1717631 2 F 2
0001000  8.3579605 2 F 3
0001000 11.5876074 2 F 4
0001000  7.7833481 2 F 1
0001100 10.1176944 2 F 2
0001100 11.6590646 2 F 3
0001100 10.2916400 2 F 4
0001000 11.7274608 2 F 1
0001111 10.8601581 2 F 2
0001000 12.0389298 2 F 3
0001100  9.9424165 2 F 4
0001000  8.3050097 2 F 1
0001111 14.0818249 2 F 2
0001100 10.5328298 2 F 3
0001010  9.1309843 2 F 4
0001100 11.3393153 2 F 1
0001101  4.9339182 2 F 2
0001000 11.0451264 2 F 3
0001000  6.5465386 2 F 4
0001101  8.1363023 2 F 1
0001101  8.3861187 2 F 2
0001101  9.3772067 2 F 3
0001110 13.1747989 2 F 4
0001100  9.6401846 2 F 1
0001000 11.8351263 2 F 2
0001100  4.2244898 2 F 3
0001010  3.2405649 2 F 4
0001110  8.4728792 2 F 1
0001111  7.5087164 2 F 2
0001100 10.3751809 2 F 3
0001100 11.1904557 2 F 4
0001100  6.4327772 2 F 1
0001100  7.4470738 2 F 2
0001110  5.6410064 2 F 3
0001000 11.2167949 2 F 4
0001101 15.1828181 2 F 1
0001111  8.1848247 2 F 2
0001100 13.4769331 2 F 3
0001100 13.0687482 2 F 4
0001100 12.3338779 2 F 1
0001000  6.8831670 2 F 2
0001000  9.7663389 2 F 3
0001000  6.2037897 2 F 4
0001100  5.8161678 2 F 1
0001101 11.3486400 2 F 2
0001100  9.1130033 2 F 3
0001100 11.6523538 2 F 4
0001000 10.6956851 2 F 1
0001100  5.8246543 2 F 2
0001001 11.7791396 2 F 3
0001100 14.3936091 2 F 4
0001000  8.8421191 2 F 1
0001011  6.5604851 2 F 2
0001100 11.1175843 2 F 3
0001000  6.1436358 2 F 4
0001000 10.3032897 2 F 1
0001111  9.8563449 2 F 2
0001000 10.5071755 2 F 3
0001100 11.3842033 2 F 4
0001000  8.6519027 2 F 1
0001011 10.0033267 2 F 2
0001000  8.8083164 2 F 3
0001000 13.4391359 2 F 4
0001100  6.2440121 2 F 1
0001111 12.8206741 2 F 2
0001000  6.4680612 2 F 3
0001000  7.9334339 2 F 4
0001101  6.7322292 2 F 1
0001000 12.2356268 2 F 2
0001110 11.1388508 2 F 3
0001100  9.4778689 2 F 4
0001000  8.7256786 2 F 1
0001110 13.0705658 2 F 2
0001100 19.1863763 2 F 3
0001000 13.6775362 2 F 4
0001000 10.3660354 2 F 1
0001000  5.0464475 2 F 2
0001110  7.3124539 2 F 3
0001000 12.9486137 2 F 4
0001000 11.0627961 2 F 1
0001000 12.2524139 2 F 2
0001000 10.2538633 2 F 3
0001000 11.8224378 2 F 4
0001000  4.7629481 2 F 1
0001000 12.9971285 2 F 2
0001111 12.7689766 2 F 3
0001000  8.5509538 2 F 4
0001000  8.7894345 2 F 1
0001100  9.7479117 2 F 2
0001011  8.3821233 2 F 3
0001000  8.1787322 2 F 4
0001000 12.8615884 2 F 1
0001000  7.4543109 2 F 2
0001111 10.7498874 2 F 3
0001100  7.4301523 2 F 4
0001100 12.1152104 2 F 1
0001100 13.1489848 2 F 2
0001000 11.1079576 2 F 3
0001100 17.2174175 2 F 4
0001011  6.1323911 2 F 1
0001000 13.2976571 2 F 2
0001100  9.2822439 2 F 3
0001101 10.2705775 2 F 4
0001000  6.6883241 2 F 1
0001100 10.4846784 2 F 2
0001101  9.6007596 2 F 3
0001100 13.6463536 2 F 4
0001101  7.2937641 2 F 1
0001110 10.5396537 2 F 2
0001111 10.6324188 2 F 3
0001000 12.2045562 2 F 4
0001111  9.4591767 2 F 1
0001100  9.5566006 2 F 2
0001000  9.6730096 2 F 3
0001100  6.7524035 2 F 4
0001100  8.3439749 2 F 1
0001000  8.6095199 2 F 2
0001011 13.2473963 2 F 3
0001101  5.2191503 2 F 4
0001000 16.1804719 2 F 1
0001100  6.6063215 2 F 2
0001100  5.5267979 2 F 3
0001101  7.9402536 2 F 4
0001000  6.8400198 2 F 1
0001000 10.4814704 2 F 2
0001011  8.3250448 2 F 3
0001001 11.4059223 2 F 4
0001000  8.1532259 2 F 1
0001000 11.9770113 2 F 2
0001000 12.9354049 2 F 3
0001011 12.9891881 2 F 4
0001000 10.5478620 2 F 1
0001110  9.7115422 2 F 2
0001011 10.1893781 2 F 3
0001100  8.4075103 2 F 4
0001000 15.4214443 2 F 1
0001000 10.7096138 2 F 2
0001100 16.0754841 2 F 3
0001110  5.5315591 2 F 4
0001000  6.4424707 2 F 1
0001111 12.8349739 2 F 2
0001110 14.4184704 2 F 3
0001010 15.0952581 2 F 4
0001001  8.8807498 2 F 1
0001100 14.2758841 2 F 2
0001111 13.5162978 2 F 3
0001100 12.4144357 2 F 4
0001100 11.8674366 2 F 1
0001000  7.3674007 2 F 2
0001010  8.1680570 2 F 3
0001111  9.9018998 2 F 4
0001000 12.8575885 2 F 1
0001111 11.8499323 2 F 2
0001010  7.6190844 2 F 3
0001110  6.7038236 2 F 4
0001111  8.2747199 2 F 1
0001101 10.8490068 2 F 2
0001101 10.5094236 2 F 3
0001110 11.8996620 2 F 4
0001100 10.8124720 2 F 1
0001101  5.6933426 2 F 2
0001111 16.0503973 2 F 3
0001010  6.7696474 2 F 4
0001100 10.3208519 2 F 1
0001101  8.4154028 2 F 2
0001100 10.2970148 2 F 3
0001100  6.9366352 2 F 4
0001100 11.5426457 2 F 1
0001001  7.7297179 2 F 2
0001101 10.5582944 2 F 3
0001101 12.3724335 2 F 4
0001000  9.7758339 2 F 1
0001110 14.2067861 2 F 2
0001111 10.1799614 2 F 3
0001000 11.3726998 2 F 4
0001001  6.5713293 2 F 1
0001101 12.2556590 2 F 2
0001100 13.4876235 2 F 3
0001000  1.0314317 2 F 4
0001100 12.2254142 2 F 1
0001000  7.1030072 2 F 2
0001100  3.9016829 2 F 3
0001111 13.0432486 2 F 4
0001100  5.9043666 2 F 1
0001000 11.6905534 2 F 2
0001110 12.3813675 2 F 3
0001101 14.7501617 2 F 4
0001001 12.1419371 2 F 1
0001100 12.5542482 2 F 2
0001000  6.2978006 2 F 3
0001000 10.9740523 2 F 4
0001000  7.3274428 2 F 1
0001111 11.6925837 2 F 2
0001100 14.3934438 2 F 3
0001100 12.8456273 2 F 4
0001000  5.4418591 2 F 1
0001000  5.2933314 2 F 2
0001101 10.7095525 2 F 3
0001000  6.6608331 2 F 4
0001100 10.8236786 2 F 1
0001100  7.7214922 2 F 2
0001111 13.2050239 2 F 3
0001000  7.9979141 2 F 4
0001000 14.1227611 2 F 1
0001000  8.1732319 2 F 2
0001000  9.8945632 2 F 3
0001100 12.7284210 2 F 4
0001000  8.9529650 2 F 1
0001000  7.5750716 2 F 2
0001100 12.9097127 2 F 3
0001000  9.0410884 2 F 4
0001000 11.1292782 2 F 1
0001000 13.0094285 2 F 2
0001100  9.2533492 2 F 3
0001101 11.0063380 2 F 4
0001100 10.1664959 2 F 1
0001100  8.7234699 2 F 2
0001000 11.3868133 2 F 3
0001101 11.2687396 2 F 4
0001000 14.4114991 2 F 1
0001000 11.2357062 2 F 2
0001011  7.5575574 2 F 3
0001100 14.9056823 2 F 4
0001000 14.9957805 2 F 1
0001100  5.5249249 2 F 2
0001001  7.7730027 2 F 3
0001110  9.0069479 2 F 4
0001111 10.0560943 2 F 1
0001001 10.0180645 2 F 2
0001000 10.1354970 2 F 3
0001100 11.4118063 2 F 4
0001100 14.4709981 2 F 1
0001100  6.6066899 2 F 2
0001101 12.6412817 2 F 3
0001101  3.3223169 2 F 4
0001110  8.7471632 2 F 1
0001000  9.7768331 2 F 2
0001111  9.9552729 2 F 3
0001111 10.7901475 2 F 4
0001100 10.8529172 2 F 1
0001110 15.4304748 2 F 2
0001001  9.6618182 2 F 3
0001100  4.3059913 2 F 4
0001100 11.0256038 2 F 1
0001111  8.9116422 2 F 2
0001100 16.4077028 2 F 3
0001100 14.5232538 2 F 4
0001100  8.5117229 2 F 1
0001101  4.9146003 2 F 2
0001000 13.1442743 2 F 3
0001100 12.3117464 2 F 4
0001101  9.8947143 2 F 1
0001100  4.8654540 2 F 2
0001100 10.5109957 2 F 3
0001000  8.8139794 2 F 4
0001101 10.9677860 2 F 1
0001111  8.7321608 2 F 2
0001100 11.9686391 2 F 3
0001000 10.2850404 2 F 4
0001111  9.6956338 2 F 1
0001100  5.3676298 2 F 2
0001100 11.1151165 2 F 3
0001101 12.8888654 2 F 4
0001100  9.2136308 2 F 1
0001000  7.1598411 2 F 2
0001111  9.2106982 2 F 3
0001000 13.7213460 2 F 4
0001111  5.3915150 2 F 1
0001000 10.4736193 2 F 2
0001100 13.2014522 2 F 3
0001110  8.1075599 2 F 4
0001100 10.6353732 2 F 1
0001111  7.1968505 2 F 2
0001100 11.3296705 2 F 3
0001100 14.1082056 2 F 4
0001000  9.1145540 2 F 1
0001101  8.8002380 2 F 2
0001000 14.3115938 2 F 3
0001000  6.0646650 2 F 4
0001101 10.9977208 2 F 1
0001000  8.0098400 2 F 2
0001000 12.5916686 2 F 3
0001000 10.6009529 2 F 4
0001000  9.1779703 2 F 1
0001000  7.8234315 2 F 2
0001100 11.5717036 2 F 3
0001000 10.1689438 2 F 4
0001100 11.5591975 2 F 1
0001110  4.5901518 2 F 2
0001110 13.8340124 2 F 3
0001000 10.8945152 2 F 4
0001000  9.3244265 2 F 1
0001101  5.3733185 2 F 2
0001010 11.4106795 2 F 3
0001000  4.4626682 2 F 4
0001100 12.1345838 2 F 1
0001110  9.3656948 2 F 2
0001111 10.2817660 2 F 3
0001100  8.9714475 2 F 4
0001100 12.2848334 2 F 1
0001101  9.9789436 2 F 2
0001000 10.8994284 2 F 3
0001000 11.2663438 2 F 4
0001000 14.1184148 2 F 1
0001000  5.7822623 2 F 2
0001100  5.2579430 2 F 3
0001111 12.5254394 2 F 4
0001000  9.4315124 2 F 1
0001100  8.0015365 2 F 2
0001000  9.0516067 2 F 3
0001111 14.5600095 2 F 4
0001111 10.9730948 2 F 1
0001000  6.9124665 2 F 2
0001100  7.0632697 2 F 3
0001100  5.2844914 2 F 4
0001100 11.2553425 2 F 1
0001111 11.3768891 2 F 2
0001111  8.4390169 2 F 3
0001000  4.7897421 2 F 4
0001000 12.4792399 2 F 1
0001000 11.7863421 2 F 2
0001000  9.2450362 2 F 3
0001101  6.4301547 2 F 4
0001100  8.9312371 2 F 1
0001101  5.3916603 2 F 2
0001000 15.3107159 2 F 3
0001110  8.6237503 2 F 4
0001110  9.0360663 2 F 1
0001000 14.1103963 2 F 2
0001000 11.2463470 2 F 3
0001011 10.3485693 2 F 4
0001100  6.6128320 2 F 1
0001000  7.5231043 2 F 2
0001000  8.0240039 2 F 3
0001100 11.7781628 2 F 4
0001000  6.6634992 2 F 1
0001000 14.5763448 2 F 2
0001111  6.0669076 2 F 3
0001000  3.9569267 2 F 4
0001000 14.6220160 2 F 1
0001100  9.8159835 2 F 2
0001110 13.3683968 2 F 3
0001000 14.0788908 2 F 4
0001000  7.7872279 2 F 1
0001000  9.1276280 2 F 2
0001000 16.5827276 2 F 3
0001101  9.2023317 2 F 4
0001110 13.3799929 2 F 1
0001111  6.5266786 2 F 2
0001000  3.2303880 2 F 3
0001100 14.1483184 2 F 4
0001100  9.2817566 2 F 1
0001111 10.8426175 2 F 2
0001111 12.0787482 2 F 3
0001000  7.8212270 2 F 4
0001100  8.2311533 2 F 1
0001111  9.9435160 2 F 2
0001100  9.8448953 2 F 3
0001100  6.1294766 2 F 4
0001100 12.4131414 2 F 1
0001100 12.9363063 2 F 2
0001110 12.1374291 2 F 3
0001000  2.6088763 2 F 4
0001000 11.0840940 2 F 1
0001101 14.0199490 2 F 2
0001100  8.6727091 2 F 3
0001100  6.1164934 2 F 4
0001100 12.9190896 2 F 1
0001100  9.7993918 2 F 2
0001000  0.9336715 2 F 3
0001000 11.4575385 2 F 4
0001001  9.8288554 2 F 1
0001000 11.2820264 2 F 2
0001100  9.9817020 2 F 3
0001100  9.0224388 2 F 4
0001100  9.3080361 2 F 1
0001000 11.0232466 2 F 2
0001101 13.2444358 2 F 3
0001101 12.3442774 2 F 4
0001000 14.6564354 2 F 1
0001001  9.3117434 2 F 2
0001010  9.0297392 2 F 3
0001111  5.5686088 2 F 4
0001000  7.3072337 2 F 1
0001000 12.7193255 2 F 2
0001001  6.4775231 2 F 3
0001000  4.1067187 2 F 4
0001000 13.3167412 2 F 1
0001000 11.3283253 2 F 2
0001000  8.4279229 2 F 3
0001100 13.2908935 2 F 4
0001101 12.6769034 2 F 1
0001000  9.2331590 2 F 2
0001100  8.6546861 2 F 3
0001111 13.3378103 2 F 4
0001010 16.3497509 2 F 1
0001000 15.6076702 2 F 2
0001111  8.8422797 2 F 3
0001100  5.6501673 2 F 4
0001000  8.6202984 2 F 1
0001000 10.9405511 2 F 2
0001100 17.1102499 2 F 3
0001100 12.7630366 2 F 4
0001000  5.7146715 2 F 1
0001000 17.1126308 2 F 2
0001000 12.7650586 2 F 3
0001100 14.6194638 2 F 4
0001000 10.2493288 2 F 1
0001100  7.9889699 2 F 2
0001111 10.3416825 2 F 3
